0.000000	7
0.000000	7
0.708345	1
0.053728	1
0.057678	154
0.041956	89
0.018561	44
0.017293	330
0.000001	25
0.113909	843
0.163476	70
0.211707	105
0.147434	373
0.093911	42
0.073046	203
0.084669	45
0.108961	442
0.039069	40
0.110808	93
0.058070	34
0.127767	68
0.164506	273
0.160941	89
0.136371	210
0.104789	45
0.088527	102
0.089059	155
0.204064	372
0.107869	41
0.148174	162
0.050554	82
0.088242	271
0.022958	110
0.141051	439
0.085651	76
0.119929	267
0.075499	36
0.070420	94
0.038833	31
0.055857	109
0.030863	40
0.052151	49
0.047038	51
0.053753	35
0.121235	74
0.163617	110
0.103728	23
0.094307	45
0.242395	93
0.221534	456
0.074449	13
0.004932	104
0.006934	96
0.004718	103
0.017705	1351
0.007480	116
0.001705	82
0.064715	307
0.011645	105
0.005110	98
0.005365	98
0.004632	98
0.003637	98
0.006651	98
0.014053	106
0.013124	106
0.006882	98
0.004204	107
0.000000	16
0.137124	1223
0.185363	39
0.259683	215
0.281219	44
0.297781	56
0.444716	1
0.198815	21
0.377653	8
0.283140	54
0.350024	69
0.283808	50
0.325294	45
0.334058	85
0.321174	81
0.136146	441
0.113843	511
0.003799	37
0.172829	1079
0.022825	644
0.017855	973
0.049597	3903
0.024411	950
0.222044	32
0.213803	23
0.095030	73
0.081451	122
0.043114	116
0.057560	38
0.086370	103
0.027083	60
0.034546	135
0.023180	63
0.060540	142
0.029708	52
0.156479	61
0.084654	132
0.047265	51
0.033527	168
0.100696	100
0.057971	31
0.050459	57
0.038156	43
0.131393	76
0.044772	69
0.105222	173
0.034147	66
0.097955	65
0.059890	60
0.114529	43
0.140968	34
0.083550	25
0.086950	217
0.022380	231
0.030726	171
0.022958	77
0.016802	162
0.038470	98
0.040537	32
0.034979	128
0.018529	187
0.018923	155
0.033238	94
0.045886	71
0.054953	230
0.054391	112
0.028331	186
0.104433	88
0.024548	63
0.073024	69
0.042748	51
0.037161	179
0.031500	54
0.062884	74
0.044078	75
0.184005	44
0.152868	112
0.034972	226
0.028159	37
0.087894	182
0.025522	625
0.056083	83
0.036273	64
0.127463	126
0.093847	38
0.108060	89
0.110868	224
0.069300	37
0.249441	17
0.092759	42
0.063590	38
0.053946	69
0.057489	35
0.053013	67
0.057037	42
0.037125	84
0.051764	45
0.163326	20
0.067718	43
0.047708	87
0.072976	61
0.093183	29
0.079894	29
0.091142	41
0.118730	26
0.102671	40
0.070420	98
0.087411	41
0.057481	127
0.164143	54
0.033122	159
0.061744	70
0.039146	143
0.074397	50
0.023148	199
0.055510	120
0.056691	230
0.152045	255
0.017421	177
0.204822	9
0.108828	23
0.171758	1
0.306906	1
0.323670	1
0.325778	3
0.459448	4
0.612901	1
0.639002	1
0.590797	1
0.366341	1
0.099928	7
0.227483	4
0.476917	1
0.540969	1
0.449958	7
0.446686	1
0.377219	1
0.016719	152
0.012327	146
0.005051	3041
0.015389	859
0.002992	525
0.096127	310
0.171303	220
0.155499	81
0.010910	79
0.038179	203
0.044235	128
0.058804	262
0.023706	191
0.031721	77
0.033464	866
0.205768	142
0.040919	122
0.076326	313
0.000239	71
0.009222	72
0.111426	37
0.119584	61
0.029625	107
0.107348	94
0.052032	36
0.118782	168
0.022361	77
0.120178	155
0.062279	143
0.121803	85
0.260133	38
0.203853	21
0.217423	38
0.302833	60
0.019947	129
0.049405	131
0.054997	36
0.044777	217
0.145112	59
0.049913	2464
0.035642	205
0.088513	88
0.015603	172
0.179352	108
0.018379	115
0.336486	74
0.051481	41
0.114308	69
0.098146	334
0.043033	22
0.080846	217
0.036965	140
0.032506	151
0.373433	4
0.433713	1
0.546202	1
0.571420	1
0.511250	1
0.494428	1
0.520393	1
0.206841	21
0.065479	194
0.051011	11
0.026206	142
0.166048	72
0.056907	294
0.020985	294
0.018858	778
0.047301	120
0.017961	196
0.280519	1
0.645450	1
0.616937	1
0.659403	1
0.666102	1
0.642615	1
0.597184	1
0.461612	6
0.100701	254
0.026916	110
0.034611	53
0.064018	222
0.022761	82
0.086900	476
0.029460	93
0.114320	484
0.177800	64
0.052861	45
0.100303	70
0.216038	33
0.077912	57
0.072509	65
0.056330	160
0.098977	120
0.063038	168
0.034570	113
0.090847	154
0.166437	138
0.109891	30
0.035686	46
0.076376	580
0.109025	414
0.107215	352
0.151768	66
0.340911	158
0.596131	1
0.601891	1
0.605852	1
0.293818	1435
0.074816	70
0.056980	40
0.142822	51
0.087497	235
0.111773	58
0.041089	85
0.022402	112
0.034076	114
0.091042	94
0.096643	165
0.029200	265
0.027086	248
0.031932	102
0.059622	34
0.088384	67
0.029329	51
0.022898	185
0.044939	24
0.105274	58
0.081774	187
0.050283	62
0.036818	74
0.069375	71
0.064923	107
0.100694	103
0.047293	94
0.032069	86
0.026337	76
0.038693	139
0.044858	129
0.046899	91
0.034197	72
0.048127	159
0.028300	80
0.036651	39
0.025146	114
0.041813	39
0.053050	213
0.041374	91
0.047639	246
0.053792	39
0.092462	66
0.016981	146
0.075709	104
0.036967	68
0.055243	276
0.084829	96
0.104380	91
0.054507	27
0.073591	198
0.047225	96
0.042128	95
0.059715	57
0.038000	84
0.094012	64
0.104420	85
0.180893	131
0.064646	184
0.101072	49
0.058223	113
0.114366	98
0.060573	51
0.098479	34
0.044594	34
0.085405	85
0.087015	48
0.048345	189
0.132190	38
0.084154	61
0.041286	67
0.107550	121
0.021782	144
0.075469	293
0.018831	256
0.039301	42
0.040435	57
0.030921	47
0.028953	110
0.099377	96
0.020304	230
0.063230	100
0.036999	269
0.092434	76
0.074234	103
0.063662	35
0.148427	197
0.042578	69
0.074949	51
0.117544	60
0.030726	121
0.134155	203
0.184384	172
0.096393	246
0.033125	161
0.035717	52
0.066107	51
0.053288	49
0.067567	33
0.105489	43
0.027177	70
0.071300	74
0.109606	53
0.095409	31
0.063173	45
0.064090	261
0.050964	270
0.057647	169
0.069585	147
0.066819	74
0.080637	59
0.092171	66
0.071975	99
0.036135	55
0.069161	122
0.089213	143
0.078303	26
0.147720	58
0.086714	38
0.082767	358
0.068207	60
0.087485	77
0.047370	132
0.059365	116
0.076103	50
0.127398	84
0.061147	36
0.080273	97
0.029360	65
0.060221	106
0.029107	205
