0.074651	111
0.029702	151
0.047436	150
0.035872	204
0.023648	64
0.028165	142
0.046669	35
0.028430	251
0.049813	219
0.072658	56
0.102707	52
0.051805	249
0.072681	19
0.050297	38
0.061627	38
0.099432	66
0.050050	290
0.168573	33
0.056770	1644
0.314394	580
0.283965	565
0.218661	826
0.001494	48
0.045385	1
0.104122	1
0.107956	1
0.092765	1
0.140613	1
0.290477	1
0.267020	1
0.075997	1291
0.057062	103
0.087989	42
0.274993	15
0.084970	48
0.109325	43
0.085411	955
0.020766	266
0.077400	384
0.214229	125
0.099822	232
0.025103	341
0.115924	112
0.027577	1078
0.036434	282
0.083481	638
0.099256	436
0.000013	21
0.057551	575
0.041258	235
0.234622	39
0.181874	303
0.015568	154
0.080755	125
0.015958	100
0.217729	102
0.078673	758
0.319046	128
0.027338	100
0.340146	54
0.116409	26
0.086383	49
0.224565	57
0.385777	19
0.180000	32
0.356811	49
0.171254	132
0.298747	18
0.125061	415
0.174740	1035
0.134152	1975
0.118963	130
0.229399	36
0.255298	38
0.078506	357
0.108348	156
0.131125	74
0.090164	37
0.066419	25
0.122209	349
0.241175	36
0.092193	109
0.061047	72
0.070102	584
0.020352	66
0.015441	59
0.049681	39
0.036079	86
0.016382	73
0.048127	55
0.242117	9
0.158741	15
0.145294	27
0.212386	16
0.258364	44
0.136577	157
0.038834	140
0.032255	44
0.044560	74
0.065814	82
0.042314	108
0.103057	215
0.092491	66
0.027641	635
0.013224	263
0.012927	123
0.014502	62
0.012858	234
0.156847	56
0.024092	105
0.024851	82
0.019927	112
0.030120	67
0.024120	74
0.008907	171
0.020167	105
0.012944	79
0.019484	356
0.013133	66
0.024334	261
0.034234	358
0.018042	245
0.230316	1
0.038935	108
0.036787	96
0.026281	114
0.016072	182
0.026864	1380
0.010040	205
0.033397	1130
0.009217	199
0.031799	1235
0.007132	207
0.037582	319
0.180686	219
0.017056	991
0.042765	277
0.035758	742
0.002492	167
0.010949	186
0.007092	444
0.048512	36
0.025347	85
0.113968	14
0.099871	32
0.081827	19
0.078858	230
0.113480	154
0.101300	109
0.028197	1220
0.135422	81
0.089016	96
0.079783	59
0.045553	34
0.067749	154
0.020930	45
0.072494	156
0.033148	116
0.065521	100
0.051570	47
0.072247	450
0.035756	1213
0.108016	123
0.058464	68
0.083300	135
0.119305	83
0.055707	79
0.051354	41
0.049336	88
0.086524	42
0.075540	95
0.088545	252
0.038838	118
0.039988	662
0.019937	132
0.063412	1555
0.013942	115
0.088973	121
0.012919	398
0.016670	333
0.029646	95
0.046952	137
0.196939	143
0.032358	153
0.124657	257
0.025205	2686
0.030811	372
0.013969	121
0.008671	115
0.013325	81
0.004825	130
0.026087	58
0.035343	179
0.004553	2364
0.041603	3288
0.018909	146
0.138560	16
0.042355	49
0.046753	75
0.022290	141
0.045514	108
0.025536	44
0.075714	152
0.035578	30
0.070661	87
0.166290	100
0.061464	110
0.021444	65
0.052367	51
0.128823	166
0.270295	20
0.173690	101
0.040238	137
0.114994	213
0.103336	283
0.012436	339
0.039625	1069
0.021801	57
0.032199	39
0.028819	38
0.042207	78
0.017830	70
0.163890	93
0.014666	71
0.043904	527
0.010362	86
0.041696	80
0.013343	80
0.013438	79
0.013622	73
0.170029	97
0.030496	37
0.426081	14
0.730725	1
0.741578	1
0.766199	1
0.724744	1
0.717347	3
0.249931	70
0.152504	91
0.029224	62
0.055839	936
0.011791	93
0.174068	71
0.481823	3
0.048506	170
0.089299	88
0.027048	67
0.070350	141
0.013399	90
0.051759	183
0.013422	153
0.074165	125
0.078024	455
0.155351	221
0.204158	80
0.267059	313
0.379186	1358
0.172227	925
0.051633	90
0.016631	178
0.012046	166
0.113799	82
0.044474	193
0.078449	46
0.071410	117
0.127934	76
0.015047	296
0.091774	53
0.035990	124
0.072456	57
0.051294	322
0.097628	69
0.038209	139
0.094406	144
0.102991	97
0.035918	45
0.018380	64
0.013285	73
0.260692	7
0.144656	7
0.149354	21
0.020359	415
0.136961	62
0.050634	74
0.131693	131
0.025411	63
0.025374	854
0.123407	846
0.588368	140
0.165454	418
0.158290	232
0.010794	154
0.030449	55
0.147801	60
0.052926	196
0.159872	108
0.038414	139
0.075000	133
0.016672	82
0.058613	61
0.048444	29
0.791778	1
0.688983	1
0.341482	7
0.340253	12
0.719808	1
0.382376	3
0.519085	1
0.687604	4
0.302669	12
0.350387	18
0.145871	29
0.117093	140
0.012300	110
0.010236	126
0.206390	325
0.114831	23
0.075487	128
0.250292	42
0.096632	83
0.077810	85
0.044466	57
0.104210	32
0.377817	17
0.253032	20
0.246010	37
0.290192	105
0.333536	64
0.368648	50
0.352638	27
0.225855	56
0.276114	29
0.725961	1
0.718214	1
0.688485	1
0.126522	98
0.165584	399
0.222953	8
0.369049	28
0.294093	17
0.203070	79
0.575861	1
0.385895	22
0.209473	27
0.400660	21
0.245085	36
0.408437	30
0.302141	12
0.254396	60
0.250057	23
0.274396	12
0.089439	38
0.031638	69
0.036306	71
0.050890	43
0.038026	51
0.075682	125
0.031938	115
0.152563	83
0.275650	18
0.182945	126
0.486747	6
0.133753	82
0.045698	242
0.031946	101
0.024346	303
0.031250	158
0.008668	150
0.038938	62
0.040254	104
0.046110	82
0.020701	98
0.020082	954
0.020143	446
0.009984	124
0.019054	64
0.010041	64
0.061863	656
0.032333	207
0.007888	91
0.013587	446
0.018731	491
0.093395	132
0.019290	64
0.022006	164
0.017564	91
0.020848	149
0.014348	64
0.019830	64
0.013752	44
0.013499	48
0.024748	43
0.024472	58
0.012144	71
0.046390	38
0.016865	66
0.011297	161
0.068576	140
0.036717	61
0.025802	110
0.011003	80
0.050516	67
0.096021	147
0.029877	105
0.064634	242
0.008932	78
0.035442	451
0.059897	90
0.089828	54
0.029045	102
0.046780	109
0.018581	88
0.009705	50
0.101035	122
0.020214	70
0.053761	28
0.129174	21
0.048641	36
0.147457	29
0.112453	18
0.304743	15
0.107445	131
0.068844	193
0.053893	16
0.509515	1
0.826396	1
0.227749	3
0.164546	660
0.204008	825
0.026700	141
0.057355	73
0.197556	212
0.158872	567
0.020873	479
0.094437	106
0.074048	132
0.146574	25
0.103857	133
0.069908	39
0.056543	49
0.085417	24
0.028571	135
0.075217	110
0.005170	157
0.020408	113
0.012450	115
0.012793	136
0.009559	100
0.018106	75
0.045576	107
0.423557	1
0.067790	50
0.045998	134
0.031930	102
0.002219	1146
0.008747	92
0.002177	2207
0.063948	103
0.010601	81
0.032619	64
0.008663	112
0.063525	156
0.137068	151
0.144987	42
0.071390	56
0.124980	86
0.147102	41
0.137333	40
0.177475	64
0.085804	992
0.055898	109
0.029491	61
0.062348	49
0.020654	92
0.064135	83
0.028546	1040
0.127326	303
0.198381	238
0.009247	156
0.007912	76
0.034760	246
0.061728	244
0.032855	419
0.133204	265
0.023258	177
0.208014	9
0.207127	26
0.214609	27
0.215983	23
0.019631	107
0.035177	310
0.025365	69
0.111109	132
0.041068	235
0.095716	42
0.050370	303
0.028853	241
0.021862	400
0.024026	34
0.022717	117
0.040842	297
0.043590	107
0.116951	77
0.041915	59
0.074984	31
0.049017	36
0.031016	30
0.045714	68
0.031411	84
0.024375	102
0.039433	47
0.032305	79
0.034126	115
0.040929	88
0.094698	201
0.065129	301
0.089424	154
0.080698	120
0.101895	43
0.088562	95
0.123801	54
0.140745	36
0.152319	39
0.098846	75
0.154056	40
0.094920	130
0.087451	136
0.157678	103
0.174801	15
0.139614	1055
0.368032	271
0.311581	120
0.102095	195
0.030466	1604
0.092101	162
0.051734	97
0.089825	126
0.061286	45
0.045862	45
0.062307	163
0.024258	66
0.071906	173
0.112413	43
0.081137	167
0.098787	43
0.062696	89
0.043458	139
0.082973	111
0.069928	34
0.088462	225
0.076779	82
0.077198	122
0.106940	52
0.084883	193
0.047094	73
0.071168	288
0.044491	217
0.086977	234
0.045849	356
0.316587	118
0.289025	270
0.139129	112
0.144958	269
0.025629	254
0.130283	60
0.048307	54
0.141475	133
0.147120	412
0.130217	160
0.012629	129
0.138117	128
0.183607	30
0.047252	25
0.220729	18
0.092351	319
0.081903	42
0.144611	324
0.136725	199
0.072570	71
0.043830	310
0.027926	190
0.042005	1102
0.082744	517
0.043167	67
0.038764	279
0.029539	122
0.047062	224
0.036574	100
0.055452	113
0.028923	62
0.044405	70
0.038501	105
0.081466	265
0.068712	44
0.035833	56
0.086008	50
0.072943	138
0.036275	41
0.015525	227
0.084389	223
0.022877	306
0.075796	225
0.013929	1981
0.019679	462
0.046429	1280
0.086246	57
0.058264	54
0.127512	50
0.032518	36
0.121656	486
0.091919	47
0.124818	92
0.158134	40
0.187664	217
0.101413	117
0.182060	65
0.124667	45
0.159576	101
0.176920	61
0.218428	57
0.218889	154
0.159617	81
0.157992	86
0.174460	105
0.141115	140
0.194984	81
0.153888	150
0.519594	2
0.183627	55
0.211377	32
0.152379	146
0.026898	134
0.089486	304
0.162300	62
0.187777	115
0.324667	30
0.560529	1
0.112766	186
0.141499	98
0.085692	227
0.102911	80
0.074960	172
0.070802	128
0.067847	87
0.075590	157
0.057060	205
0.047746	67
0.055249	66
0.171534	75
0.147723	52
0.102871	26
0.066673	170
0.043859	84
0.041703	128
0.046951	35
0.073856	881
0.030636	156
0.056382	245
0.022965	95
0.081404	1781
0.135439	29
0.097931	46
0.098093	272
0.074566	97
0.101772	81
0.045603	34
0.099713	298
0.097627	23
0.064364	115
0.068570	91
0.074281	193
0.061544	278
0.056604	43
0.080418	105
0.065188	90
0.081621	66
0.088503	82
0.056494	297
0.076937	35
0.036378	122
0.062685	56
0.047330	52
0.079094	29
0.047248	59
0.054954	61
0.036838	89
0.104086	49
0.008833	153
0.091053	210
0.040669	72
0.116512	70
0.149660	152
0.048154	34
0.108842	51
0.037803	89
0.124848	183
0.280066	63
0.052434	27
0.113071	56
0.021185	237
0.133354	117
0.040295	246
0.296461	226
0.373828	160
0.438153	75
0.435251	31
0.357145	84
0.391956	38
0.403084	73
0.458886	76
0.555529	21
0.719488	1
0.372754	39
0.495721	118
0.374743	74
0.380032	24
0.585874	15
0.737355	1
0.809079	1
0.810225	1
0.807354	1
0.812133	1
0.802956	1
0.819416	1
0.817618	1
0.812080	1
0.830679	1
0.821828	1
0.815125	1
0.393012	64
0.839986	2
0.847915	1
0.836295	1
0.817432	1
0.797732	1
0.782407	1
0.797637	1
0.791669	1
0.458074	107
0.720760	1
0.754232	1
0.703736	7
0.716599	1
0.752315	2
0.382622	123
0.613732	21
0.755119	1
0.758836	1
0.704935	4
0.623336	1
0.468361	21
0.207339	123
0.550146	44
0.271683	515
0.018149	183
0.577494	3
0.565105	1
0.243693	12
0.176892	95
0.255031	296
0.115296	279
0.091172	694
0.084689	252
0.043088	142
0.037658	39
0.029636	86
0.031540	43
0.051407	25
0.029300	47
0.039524	71
0.044257	34
0.033818	58
0.208955	71
0.020467	129
0.030862	59
0.027831	93
0.032868	63
0.025525	147
0.015957	86
0.022378	183
0.040167	54
0.018977	145
0.152734	67
0.025960	113
0.112034	195
0.039890	67
0.193502	45
0.019291	101
0.069347	58
0.046720	64
0.034373	42
0.031401	113
0.185760	63
0.113763	106
0.167723	25
0.180216	24
0.105039	24
0.164875	113
0.071198	26
0.141549	71
0.105093	45
0.125992	191
0.052921	99
0.065096	119
0.048220	137
0.061468	118
0.023217	832
0.071308	77
0.026233	88
0.045509	52
0.052742	93
0.022027	127
0.024783	204
0.031831	94
0.049683	56
0.017683	595
0.202127	21
0.020436	459
0.038900	146
0.016000	198
0.047932	44
0.014533	380
0.140701	152
0.029721	69
0.117265	69
0.349059	6
0.122794	57
0.086422	33
0.035635	43
0.078606	119
0.035336	54
0.072685	112
0.028553	100
0.079027	92
0.026804	78
0.075138	79
0.053870	52
0.041731	79
0.118021	16
0.026511	350
0.012062	222
0.027834	66
0.020090	132
0.018660	252
0.016718	186
0.021189	237
0.013806	161
0.017686	234
0.011961	191
0.041520	848
0.010937	115
0.019723	237
0.021641	164
0.042344	102
0.050002	189
0.110074	89
0.140360	217
0.177703	356
0.294402	669
0.102697	8
0.009335	136
0.181196	6449
