186665	186725	61
186726	186782	57
186783	186936	154
186937	187017	81
187018	187103	86
187104	187208	105
187209	187348	140
187349	187429	81
187430	187579	150
187580	187581	2
187582	187636	55
187637	187668	32
187669	187814	146
187815	187948	134
187949	188252	304
188253	188314	62
188315	188429	115
188430	188459	30
188460	188460	1
188461	188646	186
188647	188744	98
188745	188971	227
188972	189051	80
189052	189223	172
189224	189351	128
189352	189438	87
189439	189595	157
189596	189800	205
189801	189867	67
189868	189933	66
189934	190008	75
190009	190060	52
190061	190086	26
190087	190256	170
190257	190340	84
190341	190468	128
190469	190503	35
190504	191384	881
191385	191540	156
191541	191785	245
191786	191880	95
191881	193661	1781
193662	193690	29
193691	193736	46
193737	194008	272
194009	194105	97
194106	194186	81
194187	194220	34
194221	194518	298
194519	194541	23
194542	194656	115
194657	194747	91
194748	194940	193
194941	195218	278
195219	195261	43
195262	195366	105
195367	195456	90
195457	195522	66
195523	195604	82
195605	195901	297
195902	195936	35
195937	196058	122
196059	196114	56
196115	196166	52
196167	196195	29
196196	196254	59
196255	196315	61
196316	196404	89
196405	196453	49
196454	196606	153
196607	196816	210
196817	196888	72
196889	196958	70
196959	197110	152
197111	197144	34
197145	197195	51
197196	197284	89
197285	197467	183
197468	197530	63
197531	197557	27
197558	197613	56
197614	197850	237
197851	197967	117
197968	198213	246
198214	198439	226
198440	198599	160
198600	198674	75
198675	198705	31
198706	198789	84
198790	198827	38
198828	198900	73
198901	198976	76
198977	198997	21
198998	198998	1
198999	199037	39
199038	199155	118
199156	199229	74
199230	199253	24
199254	199268	15
199269	199269	1
199270	199270	1
199271	199271	1
199272	199272	1
199273	199273	1
199274	199274	1
199275	199275	1
199276	199276	1
199277	199277	1
199278	199278	1
199279	199279	1
199280	199280	1
199281	199344	64
199345	199346	2
199347	199347	1
199348	199348	1
199349	199349	1
199350	199350	1
199351	199351	1
199352	199352	1
199353	199353	1
199354	199460	107
199461	199461	1
199462	199462	1
199463	199469	7
199470	199470	1
199471	199472	2
199473	199595	123
199596	199616	21
199617	199617	1
199618	199618	1
199619	199622	4
199623	199623	1
199624	199644	21
199645	199767	123
199768	199811	44
199812	200326	515
200327	200509	183
200510	200512	3
200513	200513	1
200514	200525	12
200526	200620	95
200621	200916	296
200917	201195	279
201196	201889	694
201890	202141	252
202142	202283	142
202284	202322	39
202323	202408	86
202409	202451	43
202452	202476	25
202477	202523	47
202524	202594	71
202595	202628	34
202629	202686	58
202687	202757	71
202758	202886	129
202887	202945	59
202946	203038	93
203039	203101	63
203102	203248	147
203249	203334	86
203335	203517	183
203518	203571	54
203572	203716	145
203717	203783	67
203784	203896	113
203897	204091	195
204092	204158	67
204159	204203	45
204204	204304	101
204305	204362	58
204363	204426	64
204427	204468	42
204469	204581	113
204582	204644	63
204645	204750	106
204751	204775	25
204776	204799	24
204800	204823	24
204824	204936	113
204937	204962	26
204963	205033	71
205034	205078	45
205079	205269	191
205270	205368	99
205369	205487	119
205488	205624	137
205625	205742	118
205743	206574	832
206575	206651	77
206652	206739	88
206740	206791	52
206792	206884	93
206885	207011	127
207012	207215	204
207216	207309	94
207310	207365	56
207366	207960	595
207961	207981	21
207982	208440	459
208441	208586	146
208587	208784	198
208785	208828	44
208829	209208	380
209209	209360	152
209361	209429	69
209430	209498	69
209499	209504	6
209505	209561	57
209562	209594	33
209595	209637	43
209638	209756	119
209757	209810	54
209811	209922	112
209923	210022	100
210023	210114	92
210115	210192	78
210193	210271	79
210272	210323	52
210324	210402	79
210403	210418	16
210419	210768	350
210769	210990	222
210991	211056	66
211057	211188	132
211189	211440	252
211441	211626	186
211627	211863	237
211864	212024	161
212025	212258	234
212259	212449	191
212450	213297	848
213298	213412	115
213413	213649	237
213650	213813	164
213814	213915	102
213916	214104	189
214105	214193	89
214194	214410	217
214411	214766	356
214767	215435	669
215436	215443	8
215444	215579	136
215580	222028	6449
